,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
15939,Thomas/020702.cha,CHI,fireworks.,,
15940,Thomas/020702.cha,CAR,fireworks.,,
15941,Thomas/020702.cha,CAR,because you've been listening to them all week haven't you?,,
15942,Thomas/020702.cha,CAR,but it's tonight that they're sposta be let off.,,
15943,Thomas/020702.cha,CHI,caught a fish.,-1,subject
15944,Thomas/020702.cha,CAR,no.,,
15945,Thomas/020702.cha,CAR,you haven't caught a fish.,,
15946,Thomas/020702.cha,CHI,uhoh.,,
15947,Thomas/020702.cha,CAR,uhoh.,,
15948,Thomas/020702.cha,CHI,where's the fish now?,1,
15949,Thomas/020702.cha,CAR,right.,,
15950,Thomas/020702.cha,CAR,there's the fish.,,
15951,Thomas/020702.cha,CAR,"you know when we're crossing the road, Thomas.",,
15952,Thomas/020702.cha,CHI,yes.,,
15953,Thomas/020702.cha,CAR,we look right.,,
15954,Thomas/020702.cha,CAR,we look left.,,
15955,Thomas/020702.cha,CAR,and we look right again.,,
15956,Thomas/020702.cha,CAR,that's called the green cross code.,,
15957,Thomas/020702.cha,CAR,well tonight it's the firework code.,,
15958,Thomas/020702.cha,CAR,we've got to be really really careful with fireworks.,,
15959,Thomas/020702.cha,CAR,and bonfires because they're hot and they might burn.,,
15960,Thomas/020702.cha,CAR,you've not been to a bonfire have you?,,
15961,Thomas/020702.cha,CAR,no.,,
15962,Thomas/020702.cha,CAR,but on bonfire night people eat things like baked potatoes and hot dogs.,,
15963,Thomas/020702.cha,CAR,and they often have hot soup and then they have things like gingerbread men and sticky toffee apples and Parkin.,,
15964,Thomas/020702.cha,CAR,and because we had a cooked meal at lunchtime guess what Mummy has got for tea tonight?,,
15965,Thomas/020702.cha,CAR,once you've had your main course you can have some Parkin or a gingerbread man.,,
15966,Thomas/020702.cha,CAR,would you like that?,,
15967,Thomas/020702.cha,CHI,oh no.,1,
15968,Thomas/020702.cha,CAR,or perhaps sticky treacle toffee as well.,,
15969,Thomas/020702.cha,CHI,"uh um, a teddy bear like a apple.",-1,"sv_agreement, determiner"
15970,Thomas/020702.cha,CAR,teddy bear would love an apple.,,
15971,Thomas/020702.cha,CAR,oh is this the toffee apple on a stick.,,
15972,Thomas/020702.cha,CHI,here you are.,1,
15973,Thomas/020702.cha,CAR,ah that's lovely.,,
15974,Thomas/020702.cha,CAR,is that specially for bonfire night?,,
15975,Thomas/020702.cha,CHI,mm yes.,1,
15976,Thomas/020702.cha,CAR,and do you think teddy bear would like a gingerbread man or a piece of Parkin when we have some at teatime?,,
15977,Thomas/020702.cha,CHI,oh no no no no.,1,
15978,Thomas/020702.cha,CAR,no.,,
15979,Thomas/020702.cha,CHI,here you are.,1,
15980,Thomas/020702.cha,CHI,here you are.,1,
15981,Thomas/020702.cha,CHI,"here you are, Mummy.",1,
15982,Thomas/020702.cha,CAR,I can hear some fireworks now can you?,,
15983,Thomas/020702.cha,CHI,not heard it.,-1,"subject, tense_aspect"
15984,Thomas/020702.cha,CAR,not heard it.,,
15985,Thomas/020702.cha,CAR,did you not hear the firework?,,
15986,Thomas/020702.cha,CHI,no.,,
15987,Thomas/020702.cha,CHI,whee catch a light.,0,
15988,Thomas/020702.cha,CAR,catch a light.,,
15989,Thomas/020702.cha,CHI,too hairy for me.,-1,"subject, verb"
15990,Thomas/020702.cha,CAR,too hairy for you.,,
15991,Thomas/020702.cha,CAR,what are you doing?,,
15992,Thomas/020702.cha,CAR,holding up your fishing rod towards the light.,,
15993,Thomas/020702.cha,CHI,not it.,-1,"subject, verb"
15994,Thomas/020702.cha,CHI,another one there.,0,
15995,Thomas/020702.cha,CHI,tummy hurts.,-1,determiner
15996,Thomas/020702.cha,CHI,don't like.,-1,"subject, object"
15997,Thomas/020702.cha,CAR,"what are you doing, Thomas?",,
15998,Thomas/020702.cha,CHI,orange lemon.,-1,"determiner, other"
15999,Thomas/020702.cha,CAR,an orange and a lemon.,,
16000,Thomas/020702.cha,CHI,what's this?,1,
16001,Thomas/020702.cha,CHI,apple.,,
16002,Thomas/020702.cha,CAR,toffee apples.,,
16003,Thomas/020702.cha,CHI,toffee apples.,1,
16004,Thomas/020702.cha,CAR,toffee apples.,,
16005,Thomas/020702.cha,CAR,they're apples.,,
16006,Thomas/020702.cha,CAR,and look.,,
16007,Thomas/020702.cha,CAR,here's your toy apple.,,
16008,Thomas/020702.cha,CAR,but if we had a stick like a lollipop stick you put it inside the apple there.,,
16009,Thomas/020702.cha,CAR,and then you coat the apple in hot runny toffee and then you leave them to dry.,,
16010,Thomas/020702.cha,CAR,and when they're dry the toffee has gone hard on the outside of the apple.,,
16011,Thomas/020702.cha,CAR,it's a toffee apple.,,
16012,Thomas/020702.cha,CHI,now.,,
16013,Thomas/020702.cha,CAR,no.,,
16014,Thomas/020702.cha,CAR,"put the fishing rod down, Thomas.",,
16015,Thomas/020702.cha,CAR,you're swinging it round too much.,,
16016,Thomas/020702.cha,CAR,and then what happened on Sunday?,,
16017,Thomas/020702.cha,CAR,it was Halloween wasn't it?,,
16018,Thomas/020702.cha,CHI,Halloween.,,
16019,Thomas/020702.cha,CAR,do you remember what happened on Halloween?,,
16020,Thomas/020702.cha,CHI,Dimitra came.,1,
16021,Thomas/020702.cha,CAR,Dimitra came.,,
16022,Thomas/020702.cha,CAR,well Dimitra came the day after Halloween and we had this candle on Halloween but we lit it again when Dimitra came the following day didn't we?,,
16023,Thomas/020702.cha,CAR,what's this?,,
16024,Thomas/020702.cha,CHI,"Mummy, what's this?",1,
16025,Thomas/020702.cha,CHI,pumpkin.,,
16026,Thomas/020702.cha,CAR,it's a pumpkin isn't it?,,
16027,Thomas/020702.cha,CAR,it's a pumpkin with a candle inside.,,
16028,Thomas/020702.cha,CHI,uhoh.,,
16029,Thomas/020702.cha,CHI,what happened?,1,
16030,Thomas/020702.cha,CAR,oh dear.,,
16031,Thomas/020702.cha,CAR,what happened?,,
16032,Thomas/020702.cha,CAR,well that's a little bit of the wax.,,
16033,Thomas/020702.cha,CAR,it has melted and it has run out of the candle down the front of the pumpkin.,,
16034,Thomas/020702.cha,CAR,that's a pumpkin candle.,,
16035,Thomas/020702.cha,CAR,so shall we light that again tonight?,,
16036,Thomas/020702.cha,CHI,again.,,
16037,Thomas/020702.cha,CAR,and do you remember seeing some children who were dressed as witches?,,
16038,Thomas/020702.cha,CAR,they had big tall black hats on with broomsticks.,,
16039,Thomas/020702.cha,CAR,do you remember seeing them?,,
16040,Thomas/020702.cha,CHI,uhoh.,,
16041,Thomas/020702.cha,CAR,uhoh.,,
16042,Thomas/020702.cha,CHI,oh dear.,1,
16043,Thomas/020702.cha,CHI,oh dear.,1,
16044,Thomas/020702.cha,CHI,the naughty leaf.,0,
16045,Thomas/020702.cha,CAR,the naughty leaf.,,
16046,Thomas/020702.cha,CAR,what do you mean the naughty leaf?,,
16047,Thomas/020702.cha,CHI,leaf come off.,-1,"determiner, tense_aspect"
16048,Thomas/020702.cha,CAR,oh that's the leaf that you brought back for me when you went for a walk the other day with Grandma and Granddad didn't you?,,
16049,Thomas/020702.cha,CHI,uhoh.,,
16050,Thomas/020702.cha,CHI,the naughty leaf.,0,
16051,Thomas/020702.cha,CAR,the naughty leaf.,,
16052,Thomas/020702.cha,CAR,why's it a naughty leaf?,,
16053,Thomas/020702.cha,CHI,broken.,,
16054,Thomas/020702.cha,CAR,no.,,
16055,Thomas/020702.cha,CAR,it hasn't broken.,,
16056,Thomas/020702.cha,CAR,what has happened when you picked for Mummy.,,
16057,Thomas/020702.cha,CAR,well you didn't pick it you picked it up off the ground.,,
16058,Thomas/020702.cha,CAR,it was a very very big shiny leaf wasn't it?,,
16059,Thomas/020702.cha,CAR,but it has dried now.,,
16060,Thomas/020702.cha,CAR,it was on Wednesday you picked it and it's Friday now.,,
16061,Thomas/020702.cha,CAR,and look.,,
16062,Thomas/020702.cha,CAR,come here.,,
16063,Thomas/020702.cha,CAR,it sounds like paper doesn't it?,,
16064,Thomas/020702.cha,CAR,can you hear it crackle?,,
16065,Thomas/020702.cha,CAR,it has all gone dry and it has curled up.,,
16066,Thomas/020702.cha,CHI,it's all crunchy now.,1,
16067,Thomas/020702.cha,CHI,the big crunchy.,-1,"subject, verb"
16068,Thomas/020702.cha,CAR,you brought that.,,
16069,Thomas/020702.cha,CAR,you brought that especially for Mummy didn't you?,,
16070,Thomas/020702.cha,CHI,crunch crunch.,0,
16071,Thomas/020702.cha,CAR,crunch crunch.,,
16072,Thomas/020702.cha,CAR,and what have we got in that yellow bag on the stairs?,,
16073,Thomas/020702.cha,CHI,no.,,
16074,Thomas/020702.cha,CHI,oh.,,
16075,Thomas/020702.cha,CHI,run away.,0,
16076,Thomas/020702.cha,CAR,these are all pictures that we did together.,,
16077,Thomas/020702.cha,CAR,do you remember when we found all those we went out picking leaves off the ground and when they were nice and dry and all these little cones?,,
16078,Thomas/020702.cha,CAR,and we glued them onto paper didn't we?,,
16079,Thomas/020702.cha,CHI,stand up now.,0,
16080,Thomas/020702.cha,CHI,stand up.,0,
16081,Thomas/020702.cha,CAR,no.,,
16082,Thomas/020702.cha,CAR,it's they're glued on.,,
16083,Thomas/020702.cha,CAR,they won't come off.,,
16084,Thomas/020702.cha,CHI,not on leaf.,-1,"subject, verb, determiner"
16085,Thomas/020702.cha,CHI,damaged.,,
16086,Thomas/020702.cha,CAR,is it a damaged leaf?,,
16087,Thomas/020702.cha,CAR,is that leaf damaged?,,
16088,Thomas/020702.cha,CAR,yes.,,
16089,Thomas/020702.cha,CAR,it does look damaged doesn't it?,,
16090,Thomas/020702.cha,CAR,"there's some very nice pictures here, Thomas.",,
16091,Thomas/020702.cha,CAR,autumn leaves.,,
16092,Thomas/020702.cha,CHI,blue blue blue.,0,
16093,Thomas/020702.cha,CAR,blue.,,
16094,Thomas/020702.cha,CAR,that's the blue picture.,,
16095,Thomas/020702.cha,CAR,look.,,
16096,Thomas/020702.cha,CAR,autumn leaves.,,
16097,Thomas/020702.cha,CAR,and there's there's one leaf.,,
16098,Thomas/020702.cha,CAR,and there's a cone.,,
16099,Thomas/020702.cha,CAR,"be careful with it, Thomas.",,
16100,Thomas/020702.cha,CAR,don't break it.,,
16101,Thomas/020702.cha,CAR,I think that leaf and that cone must have fallen off one of these pictures.,,
16102,Thomas/020702.cha,CAR,I think that leaf belongs on there don't you?,,
16103,Thomas/020702.cha,CHI,oh dear.,1,
16104,Thomas/020702.cha,CHI,what has happened now cone?,-1,"preposition, determiner"
16105,Thomas/020702.cha,CAR,what has happened to the cone?,,
16106,Thomas/020702.cha,CAR,I think it has fallen off the picture.,,
16107,Thomas/020702.cha,CAR,and that's dry glue that you've just seen on the back.,,
16108,Thomas/020702.cha,CAR,are you putting it back in the bag for me?,,
16109,Thomas/020702.cha,CHI,uhoh.,,
16110,Thomas/020702.cha,CHI,no.,,
16111,Thomas/020702.cha,CAR,you've dropped it.,,
16112,Thomas/020702.cha,CAR,do you remember after we had been to the music class this morning that we went to see that shop in Didsbury and it had a Christmas tree in the window?,,
16113,Thomas/020702.cha,CAR,and it had all those cones sprayed gold.,,
16114,Thomas/020702.cha,CHI,not see it.,-1,"subject, auxiliary"
16115,Thomas/020702.cha,CAR,well you did see it at the time.,,
16116,Thomas/020702.cha,CAR,can you not remember?,,
16117,Thomas/020702.cha,CHI,no.,,
16118,Thomas/020702.cha,CAR,no.,,
16119,Thomas/020702.cha,CHI,smartypants.,,
16120,Thomas/020702.cha,CAR,smartypants.,,
16121,Thomas/020702.cha,CAR,why are you saying that?,,
16122,Thomas/020702.cha,CAR,look look.,,
16123,Thomas/020702.cha,CAR,on your chair.,,
16124,Thomas/020702.cha,CAR,sit next to me.,,
16125,Thomas/020702.cha,CHI,no.,,
16126,Thomas/020702.cha,CHI,leaves coming now.,-1,"determiner, present_progressive"
16127,Thomas/020702.cha,CHI,leaves blowing off the tree.,-1,"determiner, present_progressive, other"
16128,Thomas/020702.cha,CAR,leaves blowing off the tree.,,
16129,Thomas/020702.cha,CAR,well is different because this is a book about the different Seasons.,,
16130,Thomas/020702.cha,CAR,and if we look we start off with spring.,,
16131,Thomas/020702.cha,CAR,spring's the time of year you were born.,,
16132,Thomas/020702.cha,CAR,and look.,,
16133,Thomas/020702.cha,CAR,that tree's very much in bud.,,
16134,Thomas/020702.cha,CAR,there's lots of blossom on that.,,
16135,Thomas/020702.cha,CAR,and what does this remind you of at the bottom of the tree?,,
16136,Thomas/020702.cha,CHI,what's this?,1,
16137,Thomas/020702.cha,CAR,you saw yellow flowers.,,
16138,Thomas/020702.cha,CHI,yellow flowers.,1,
16139,Thomas/020702.cha,CAR,and where did we use to go to where we saw yellow flowers in the spring?,,
16140,Thomas/020702.cha,CHI,not see it.,-1,"subject, auxiliary"
16141,Thomas/020702.cha,CAR,do you remember going to playgroup?,,
16142,Thomas/020702.cha,CAR,we useta walk across the Common amongst all those yellow flowers.,,
16143,Thomas/020702.cha,CAR,but spring.,,
16144,Thomas/020702.cha,CHI,ducks.,,
16145,Thomas/020702.cha,CAR,they're little chicks like this one here.,,
16146,Thomas/020702.cha,CHI,little chicks.,1,
16147,Thomas/020702.cha,CAR,little chicks chirping.,,
16148,Thomas/020702.cha,CAR,there are lots of birds nests in the tree with eggs.,,
16149,Thomas/020702.cha,CAR,and little spring lambs and spring flowers like tulips.,,
16150,Thomas/020702.cha,CAR,and then we go from spring to summer.,,
16151,Thomas/020702.cha,CAR,now we've just been talking about summer because teddy was dressing for the summer.,,
16152,Thomas/020702.cha,CHI,ice cream this one.,-1,"verb, other"
16153,Thomas/020702.cha,CAR,ice cream this one.,,
16154,Thomas/020702.cha,CAR,yes.,,
16155,Thomas/020702.cha,CAR,there's a bit of an ice cream.,,
16156,Thomas/020702.cha,CAR,what can you see on this page?,,
16157,Thomas/020702.cha,CHI,what's this?,1,
16158,Thomas/020702.cha,CAR,well you tell me.,,
16159,Thomas/020702.cha,CHI,what's this?,1,
16160,Thomas/020702.cha,CHI,what's this?,1,
16161,Thomas/020702.cha,CHI,what's this?,1,
16162,Thomas/020702.cha,CAR,well you tell me what it is.,,
16163,Thomas/020702.cha,CHI,what's this?,1,
16164,Thomas/020702.cha,CAR,well you tell me what it is.,,
16165,Thomas/020702.cha,CHI,what's this?,1,
16166,Thomas/020702.cha,CHI,what's this?,1,
16167,Thomas/020702.cha,CAR,you tell me.,,
16168,Thomas/020702.cha,CAR,move the.,,
16169,Thomas/020702.cha,CHI,move the elephant.,0,
16170,Thomas/020702.cha,CAR,pardon.,,
16171,Thomas/020702.cha,CHI,move the elephant.,0,
16172,Thomas/020702.cha,CAR,move the elephant.,,
16173,Thomas/020702.cha,CHI,yes.,,
16174,Thomas/020702.cha,CAR,no.,,
16175,Thomas/020702.cha,CAR,that's a picture of the seaside and the cliffs.,,
16176,Thomas/020702.cha,CAR,and I think because the cliffs go round in a circle are you thinking of the elephants trunk?,,
16177,Thomas/020702.cha,CHI,little.,,
16178,Thomas/020702.cha,CAR,yes.,,
16179,Thomas/020702.cha,CAR,this is a little book and for each season there's a picture showing what what happens in each season.,,
16180,Thomas/020702.cha,CAR,like in the summer we go to the seaside so there's a picture of a bucket and a spade and sandcastle with seashells.,,
16181,Thomas/020702.cha,CAR,and ice cream and sailing boats and a beach ball.,,
16182,Thomas/020702.cha,CAR,and on the other side is a jigsaw puzzle showing a picture of something in summer and it's a picture of the seaside isn't it?,,
16183,Thomas/020702.cha,CAR,shall we put that piece there?,,
16184,Thomas/020702.cha,CAR,are you banging it down hard?,,
16185,Thomas/020702.cha,CHI,hm.,,
16186,Thomas/020702.cha,CHI,pieces come off again.,-1,"determiner, tense_aspect"
16187,Thomas/020702.cha,CAR,pieces come off again.,,
16188,Thomas/020702.cha,CAR,no.,,
16189,Thomas/020702.cha,CAR,there's still two more pieces to to put in.,,
16190,Thomas/020702.cha,CAR,are you going to finish it off?,,
16191,Thomas/020702.cha,CAR,that's it.,,
16192,Thomas/020702.cha,CAR,turn it round that way and then you can bang it in.,,
16193,Thomas/020702.cha,CAR,steady steady steady.,,
16194,Thomas/020702.cha,CAR,don't be so rough.,,
16195,Thomas/020702.cha,CAR,"you're being too rough, Thomas.",,
16196,Thomas/020702.cha,CHI,no.,,
16197,Thomas/020702.cha,CHI,no bang it.,-1,"auxiliary, other"
16198,Thomas/020702.cha,CHI,no bang it.,-1,"auxiliary, other"
16199,Thomas/020702.cha,CAR,you can press them in but there's no need to hammer like that is there?,,
16200,Thomas/020702.cha,CHI,press it on.,0,
16201,Thomas/020702.cha,CAR,that's that's right.,,
16202,Thomas/020702.cha,CAR,push it there.,,
16203,Thomas/020702.cha,CAR,lovely.,,
16204,Thomas/020702.cha,CAR,look at that.,,
16205,Thomas/020702.cha,CAR,and where did you last go to the seaside?,,
16206,Thomas/020702.cha,CHI,no.,,
16207,Thomas/020702.cha,CHI,pieces come off.,-1,"determiner, tense_aspect"
16208,Thomas/020702.cha,CAR,no.,,
16209,Thomas/020702.cha,CAR,we won't take the pieces off again.,,
16210,Thomas/020702.cha,CAR,do you wanna do it again?,,
16211,Thomas/020702.cha,CHI,yes.,,
16212,Thomas/020702.cha,CAR,right.,,
16213,Thomas/020702.cha,CAR,okay.,,
16214,Thomas/020702.cha,CAR,it's only six pieces so it won't take long to do will it?,,
16215,Thomas/020702.cha,CHI,seaside come off.,-1,"determiner, auxiliary"
16216,Thomas/020702.cha,CAR,seaside has come off.,,
16217,Thomas/020702.cha,CHI,that one off.,-1,verb
16218,Thomas/020702.cha,CAR,no.,,
16219,Thomas/020702.cha,CAR,this one doesn't come off.,,
16220,Thomas/020702.cha,CAR,this isn't a jigsaw.,,
16221,Thomas/020702.cha,CAR,this is just a picture of things you might see in summer.,,
16222,Thomas/020702.cha,CAR,let's put this one back together.,,
16223,Thomas/020702.cha,CHI,put it in that way.,0,
16224,Thomas/020702.cha,CAR,no.,,
16225,Thomas/020702.cha,CAR,we'll.,,
16226,Thomas/020702.cha,CAR,we've got to.,,
16227,Thomas/020702.cha,CHI,no.,,
16228,Thomas/020702.cha,CAR,well we can't turn the page until we've put the jigsaw back in here because it'll all fall to bits.,,
16229,Thomas/020702.cha,CHI,no no.,1,
16230,Thomas/020702.cha,CAR,"I'm not going to play with you if you're going to do this, Thomas.",,
16231,Thomas/020702.cha,CHI,no.,,
16232,Thomas/020702.cha,CAR,now listen.,,
16233,Thomas/020702.cha,CAR,nobody else is going to wanna play with you either.,,
16234,Thomas/020702.cha,CAR,no no.,,
16235,Thomas/020702.cha,CAR,"Thomas, you've got to learn when you've finished playing with one thing like at the moment we've finished playing with this jigsaw you wanna go onto the next thing.",,
16236,Thomas/020702.cha,CHI,yes.,,
16237,Thomas/020702.cha,CAR,you wanna go onto the next thing so we finish playing with this.,,
16238,Thomas/020702.cha,CHI,no.,,
16239,Thomas/020702.cha,CAR,we have to put this away before we get the next thing out.,,
16240,Thomas/020702.cha,CHI,no no.,1,
